image_id,file_name,ann_id,category_id,category_name,bbox_x,bbox_y,bbox_w,bbox_h,area,iscrowd,segmentation_type,hsv_color,color_dominance,verified_color
494751,000000494751.jpg,55355,1050,table,0.0,238.18,157.58,127.82,16978.24,0,polygon,orange,0.956934,white
86800,000000086800.jpg,56118,392,dress,85.97,93.59,193.05,277.01,21835.31,0,polygon,blue,0.925604,blue
12016,000000012016.jpg,57595,1019,stop sign,59.69,252.69,276.88,175.31,29799.06,0,polygon,gray,0.905931,gray
457003,000000457003.jpg,57917,1064,tarp,0.0,0.0,464.0,578.83,163340.04,0,polygon,blue,0.998592,blue
182213,000000182213.jpg,58644,296,keyboard,394.51,240.66,245.49,134.9,15280.06,0,polygon,black,0.94543,black
240175,000000240175.jpg,58739,68,bathtub,191.53,204.4,352.63,117.35,23891.06,0,polygon,gray,0.940943,white
486313,000000486313.jpg,59438,982,sofa,176.69,188.02,248.93,134.14,24866.39,0,polygon,black,0.992882,black
130773,000000130773.jpg,60138,474,frisbee,45.49,219.03,244.14,105.77,18091.31,0,polygon,orange,0.975455,orange
268229,000000268229.jpg,61328,77,bed,39.89,165.08,205.05,64.64,4654.34,0,polygon,black,0.900727,black
233790,000000233790.jpg,61562,367,table,0.0,0.0,640.0,360.0,69581.32,0,polygon,gray,0.935379,white
299077,000000299077.jpg,61850,181,cabinet,0.0,401.85,213.67,238.15,34607.08,0,polygon,orange,0.993472,brown
299077,000000299077.jpg,61851,1097,toilet,125.03,343.34,194.17,245.86,16090.36,0,polygon,yellow,0.983785,white
150320,000000150320.jpg,61876,361,desk,0.0,176.44,640.0,303.56,81876.58,0,polygon,orange,0.973538,brown
44421,000000044421.jpg,62706,392,dress,225.06,202.26,200.52,342.19,44276.77,0,polygon,purple,0.947198,purple
578203,000000578203.jpg,62930,735,orange,55.14,93.81,248.8,210.87,38525.7,0,polygon,orange,0.945986,orange
523772,000000523772.jpg,62949,344,cup,232.21,136.45,246.2,186.96,32842.97,0,polygon,red,0.994366,red
122418,000000122418.jpg,62965,350,curtain,10.27,0.55,302.36,303.07,53180.44,0,polygon,gray,0.92823,gray
100187,000000100187.jpg,63214,982,sofa,322.35,149.31,284.72,163.89,26216.67,0,polygon,orange,0.908224,brown
422040,000000422040.jpg,63453,592,jeans,106.64,471.49,227.78,166.81,15779.01,0,polygon,blue,0.925184,blue
137412,000000137412.jpg,63637,361,desk,151.14,233.75,488.86,245.23,21469.9,0,polygon,orange,0.905393,brown
150144,000000150144.jpg,64795,392,dress,0.0,231.64,329.21,408.36,78980.38,0,polygon,red,0.919654,pink
436183,000000436183.jpg,64856,947,shirt,171.59,163.58,120.11,174.79,10693.98,0,polygon,white,0.914355,white
220871,000000220871.jpg,65184,1037,surfboard,0.0,297.13,375.0,202.87,50403.59,0,polygon,blue,0.991194,blue
565479,000000565479.jpg,65188,1177,wetsuit,377.05,120.22,261.11,303.24,32911.61,0,polygon,black,0.922327,black
346262,000000346262.jpg,65298,150,bread,53.85,76.11,433.22,290.8,79526.07,0,polygon,orange,0.973235,brown
4980,000000004980.jpg,65605,36,suitcase,101.0,333.12,150.75,146.64,17606.45,0,polygon,blue,0.965876,blue
381296,000000381296.jpg,65727,1050,table,0.85,246.08,232.01,247.85,13439.23,0,polygon,orange,0.99415,brown
298525,000000298525.jpg,65948,421,fridge,0.0,159.22,241.5,320.78,63624.3,0,polygon,black,0.963224,black
545292,000000545292.jpg,66322,1064,tarp,2.2,28.3,602.04,77.65,34222.87,0,polygon,blue,0.959642,green
566771,000000566771.jpg,66370,394,suit,130.46,236.37,408.7,190.63,39840.98,0,polygon,black,0.98614,black
419081,000000419081.jpg,67006,77,bed,10.81,170.26,190.77,112.17,15760.6,0,polygon,gray,0.946207,white
419848,000000419848.jpg,67180,253,chopping board,238.39,26.98,401.61,129.52,17305.09,0,polygon,gray,0.944708,white
52869,000000052869.jpg,67365,77,bed,0.0,214.05,640.0,213.95,93106.52,0,polygon,black,0.93399,black
328940,000000328940.jpg,67379,378,dog,195.56,131.85,223.84,129.61,16732.27,0,polygon,orange,0.913264,brown
167477,000000167477.jpg,67428,1097,toilet,149.79,88.46,137.12,299.91,31930.63,0,polygon,gray,0.976049,white
286001,000000286001.jpg,67729,1050,table,7.55,213.55,352.68,241.45,41153.98,0,polygon,orange,0.982165,brown
286001,000000286001.jpg,67730,361,desk,7.55,213.58,351.35,241.42,41297.3,0,polygon,orange,0.977195,brown
513933,000000513933.jpg,67774,1050,table,13.61,0.23,408.75,639.4,118928.68,0,polygon,gray,0.998073,white
43288,000000043288.jpg,68624,169,bun,146.74,203.94,391.43,178.07,15449.37,0,polygon,orange,0.977223,brown
43288,000000043288.jpg,68625,150,bread,146.01,204.66,391.27,176.04,15374.8,0,polygon,orange,0.974674,brown
207886,000000207886.jpg,68651,253,chopping board,0.0,162.38,558.36,317.62,44865.64,0,polygon,orange,0.944197,brown
434858,000000434858.jpg,68886,1139,vase,80.64,311.02,245.94,328.98,48693.29,0,polygon,orange,0.929025,orange
70370,000000070370.jpg,69410,361,desk,112.44,80.72,386.95,293.56,34286.75,0,polygon,orange,0.927385,brown
252857,000000252857.jpg,69497,68,bathtub,29.88,415.28,305.35,133.86,32344.22,0,polygon,orange,0.940268,white
278166,000000278166.jpg,70946,818,plate,56.47,242.78,583.08,237.22,69846.07,0,polygon,gray,0.991075,white
1398,000000001398.jpg,71188,1042,sweater,7.54,354.99,399.46,127.01,34901.05,0,polygon,red,0.999828,red
135029,000000135029.jpg,71397,1052,tablecloth,0.0,102.33,640.0,377.67,80822.53,0,polygon,gray,0.914883,white
287554,000000287554.jpg,72272,1097,toilet,92.54,330.67,161.48,202.33,16468.94,0,polygon,gray,0.952508,white
380162,000000380162.jpg,72946,1097,toilet,114.57,268.45,238.77,211.55,18970.77,0,polygon,orange,0.997472,white
414078,000000414078.jpg,73157,77,bed,0.0,0.0,640.0,480.0,252346.1,0,polygon,blue,0.998181,blue
451856,000000451856.jpg,74037,592,jeans,23.94,245.44,119.77,90.56,9428.7,0,polygon,blue,0.987166,blue
480793,000000480793.jpg,74599,957,curtain,254.52,53.23,230.98,406.9,77455.93,0,polygon,gray,0.997443,white
291845,000000291845.jpg,74688,1050,table,0.0,0.0,500.0,375.0,96105.94,0,polygon,orange,0.916618,brown
398604,000000398604.jpg,74796,1050,table,0.0,85.11,640.0,361.89,76683.56,0,polygon,orange,0.9518,brown
253757,000000253757.jpg,75526,704,mound,64.3,160.05,414.7,236.63,72259.46,0,polygon,orange,0.996843,brown
440455,000000440455.jpg,76020,378,dog,332.47,168.43,137.59,177.02,15488.22,0,polygon,orange,0.96663,brown
347695,000000347695.jpg,76543,394,suit,290.3,210.26,335.99,391.74,84339.14,0,polygon,black,0.961507,black
33904,000000033904.jpg,76757,1071,teddy,209.36,74.16,242.57,169.99,19892.3,0,polygon,orange,0.974575,brown
347879,000000347879.jpg,77669,961,sink,0.0,41.21,613.56,385.55,135135.59,0,polygon,yellow,0.932566,white
463610,000000463610.jpg,78022,1097,toilet,45.03,350.0,233.58,240.76,18482.35,0,polygon,gray,0.984367,white
4011,000000004011.jpg,78657,15,apron,74.93,148.67,256.1,393.33,65361.08,0,polygon,black,0.942921,black
466137,000000466137.jpg,79162,1071,teddy,0.0,40.61,439.91,408.31,82183.52,0,polygon,orange,0.927417,brown
378751,000000378751.jpg,79396,225,cat,26.96,64.86,250.5,499.22,48821.51,0,polygon,black,0.978118,black
497593,000000497593.jpg,79490,1052,tablecloth,0.0,67.83,639.86,412.17,93039.98,0,polygon,gray,0.979181,white
17953,000000017953.jpg,79613,837,pot,351.48,52.36,205.14,173.71,17871.3,0,polygon,orange,0.955125,brown
297233,000000297233.jpg,79654,350,curtain,113.44,0.73,339.04,173.77,34881.79,0,polygon,gray,0.982719,white
162774,000000162774.jpg,80110,592,jeans,152.61,287.54,174.67,260.27,23720.58,0,polygon,blue,0.964947,blue
313593,000000313593.jpg,80118,110,blanket,0.0,225.07,640.0,254.93,63110.42,0,polygon,yellow,0.935684,yellow
315705,000000315705.jpg,80121,947,shirt,252.11,81.09,144.22,159.4,13706.79,0,polygon,green,0.924643,green
170411,000000170411.jpg,80141,232,chair,149.7,33.41,401.62,143.36,25311.98,0,polygon,orange,0.994661,brown
254237,000000254237.jpg,80441,1050,table,0.0,304.97,375.0,195.03,64093.31,0,polygon,gray,0.947687,gray
194313,000000194313.jpg,80858,390,drawer,91.26,317.03,411.55,91.68,35863.2,0,polygon,orange,0.975699,brown
145448,000000145448.jpg,81249,1064,tarp,0.0,188.65,631.8,238.35,98628.67,0,polygon,gray,0.94722,black
160393,000000160393.jpg,81494,548,headboard,170.96,159.48,291.37,72.76,10484.19,0,polygon,orange,0.957406,brown
160393,000000160393.jpg,81495,350,curtain,0.0,0.0,479.11,261.2,81282.11,0,polygon,orange,0.930007,white
564511,000000564511.jpg,81780,373,dishwasher,0.0,453.49,121.12,186.51,20067.45,0,polygon,black,0.928482,black
410023,000000410023.jpg,81825,392,dress,327.29,226.75,312.71,198.25,32344.93,0,polygon,orange,0.998145,white
342819,000000342819.jpg,82026,350,curtain,1.26,106.31,55.54,360.2,15798.84,0,polygon,black,0.959089,black
408289,000000408289.jpg,82818,595,jersey,71.22,156.36,177.17,213.46,21055.68,0,polygon,blue,0.947278,blue
381051,000000381051.jpg,83287,232,chair,0.45,42.06,424.76,597.94,80173.39,0,polygon,orange,0.990473,brown
393682,000000393682.jpg,84303,818,plate,3.16,58.79,636.84,420.98,83619.42,0,polygon,orange,0.905983,white
393682,000000393682.jpg,84304,1050,table,193.49,0.0,446.51,176.34,32209.59,0,polygon,orange,0.99671,brown
30931,000000030931.jpg,84603,421,fridge,0.14,0.43,409.25,374.43,145231.41,0,polygon,gray,0.904532,white
551908,000000551908.jpg,84690,1050,table,0.0,0.0,640.0,170.6,49492.66,0,polygon,orange,0.994256,brown
423036,000000423036.jpg,84820,90,bench,232.21,0.0,407.79,425.0,78153.59,0,polygon,orange,0.971145,yellow
540196,000000540196.jpg,84949,1142,vest,131.2,221.75,201.53,282.78,37864.27,0,polygon,orange,0.905832,brown
452866,000000452866.jpg,85384,1122,trousers,31.47,335.35,177.34,276.65,27539.73,0,polygon,black,0.945878,black
74035,000000074035.jpg,85642,804,pillow,5.73,134.65,252.72,206.42,26745.64,0,polygon,orange,0.914449,gray
74035,000000074035.jpg,85643,378,dog,4.51,35.06,554.02,366.44,88032.07,0,polygon,orange,0.935765,brown
74035,000000074035.jpg,85644,110,blanket,0.0,288.51,640.0,138.49,52541.86,0,polygon,orange,0.992731,white
171192,000000171192.jpg,85683,1052,tablecloth,18.51,277.69,537.8,201.04,66282.14,0,polygon,red,0.985392,red
355424,000000355424.jpg,85798,1052,tablecloth,0.0,0.0,612.0,612.0,104626.57,0,polygon,blue,0.906832,blue
512416,000000512416.jpg,85934,421,fridge,468.89,89.74,171.11,390.26,60063.76,0,polygon,black,0.938011,gray
178941,000000178941.jpg,85951,232,chair,0.0,311.2,131.8,168.8,15504.96,0,polygon,black,0.993167,black
496887,000000496887.jpg,86055,818,plate,0.74,13.02,497.96,375.83,51210.28,0,polygon,blue,0.912126,blue
461156,000000461156.jpg,86066,350,curtain,26.13,0.0,223.47,315.33,29832.72,0,polygon,blue,0.942652,white
430788,000000430788.jpg,86971,569,horse,87.24,140.76,316.76,238.24,26132.15,0,polygon,orange,0.90914,white
293703,000000293703.jpg,87122,367,table,71.5,220.74,384.55,206.26,15764.4,0,polygon,orange,0.966166,brown
115241,000000115241.jpg,87594,253,chopping board,0.0,0.0,500.0,335.0,37393.09,0,polygon,orange,0.946795,brown
37875,000000037875.jpg,87875,1133,umbrella,9.95,30.46,398.31,392.2,91066.41,0,polygon,gray,0.948499,gray
397352,000000397352.jpg,88015,704,mound,0.78,341.35,638.32,82.66,37377.98,0,polygon,orange,0.99251,brown
321674,000000321674.jpg,88154,804,pillow,240.28,452.78,186.19,186.7,18872.78,0,polygon,gray,0.981352,white
538073,000000538073.jpg,89231,1050,table,22.79,3.9,586.42,484.1,94636.32,0,polygon,orange,0.959833,brown
502275,000000502275.jpg,89682,225,cat,146.54,126.22,278.04,269.53,44219.06,0,polygon,orange,0.958823,orange
190372,000000190372.jpg,90255,1052,tablecloth,124.35,210.46,346.62,216.54,31316.21,0,polygon,gray,0.985875,white
233521,000000233521.jpg,90898,982,sofa,157.98,80.93,479.8,230.7,17557.6,0,polygon,gray,0.987541,white
40686,000000040686.jpg,91547,421,fridge,84.91,125.49,135.61,249.51,28267.48,0,polygon,gray,0.911474,white
392174,000000392174.jpg,91705,589,jacket,0.0,0.0,500.0,418.0,145199.13,0,polygon,black,0.996791,black
272242,000000272242.jpg,91719,982,sofa,108.02,108.03,319.98,159.73,13874.91,0,polygon,red,0.97471,red
272242,000000272242.jpg,91721,285,coffee table,0.0,445.46,216.68,194.54,14946.03,0,polygon,black,0.986947,black
121157,000000121157.jpg,91783,361,desk,0.0,324.44,640.0,155.56,38977.64,0,polygon,orange,0.961095,brown
185936,000000185936.jpg,92601,45,banana,293.71,210.01,243.91,246.2,17860.03,0,polygon,white,0.918333,yellow
569001,000000569001.jpg,92704,1117,tray,16.61,107.57,518.64,372.43,37481.38,0,polygon,red,0.982823,red
378096,000000378096.jpg,92999,1043,sweatshirt,320.33,152.05,207.17,192.21,26062.74,0,polygon,red,0.90809,red
378327,000000378327.jpg,93240,253,chopping board,0.0,414.6,427.0,225.4,78877.5,0,polygon,orange,0.900981,brown
545920,000000545920.jpg,93246,569,horse,7.91,108.81,461.0,331.82,52551.86,0,polygon,black,0.980706,black
415770,000000415770.jpg,93395,595,jersey,58.95,184.58,231.9,255.25,33911.31,0,polygon,blue,0.946133,blue
107770,000000107770.jpg,94222,1117,tray,1.5,246.43,423.84,392.2,34057.57,0,polygon,red,0.968261,red
559388,000000559388.jpg,94456,804,pillow,0.0,335.73,565.0,90.06,33456.39,0,polygon,gray,0.922704,white
559388,000000559388.jpg,94458,77,bed,0.0,292.88,640.0,134.12,39314.15,0,polygon,gray,0.930393,white
566717,000000566717.jpg,94612,65,mat,0.0,214.99,245.61,160.01,27184.0,0,polygon,red,0.977304,red
480215,000000480215.jpg,94735,1097,toilet,76.57,128.2,365.08,368.67,70919.95,0,polygon,gray,0.947268,white
578225,000000578225.jpg,94745,982,sofa,0.0,108.1,328.37,257.1,40606.69,0,polygon,red,0.958212,red
432799,000000432799.jpg,95395,143,box,0.0,0.0,640.0,427.0,88882.78,0,polygon,orange,0.914702,white
99269,000000099269.jpg,96601,395,dresser,0.0,189.61,134.03,260.39,28999.4,0,polygon,orange,0.929641,brown
363241,000000363241.jpg,96773,1042,sweater,83.17,231.79,268.97,166.5,16907.56,0,polygon,black,0.998698,black
168834,000000168834.jpg,98396,898,plastic bag,480.33,21.16,159.67,153.36,14008.94,0,polygon,gray,0.912609,white
369128,000000369128.jpg,98481,1097,toilet,0.0,151.44,422.76,220.56,36703.51,0,polygon,orange,0.995233,white
69668,000000069668.jpg,98567,828,polo shirt,388.0,107.61,252.0,372.39,67538.44,0,polygon,yellow,0.990407,yellow
66320,000000066320.jpg,99406,947,shirt,0.0,239.67,512.11,188.33,75561.05,0,polygon,black,0.937736,black
232654,000000232654.jpg,99497,350,curtain,0.0,0.0,131.68,211.32,16747.68,0,polygon,orange,1.0,white
92985,000000092985.jpg,99499,982,sofa,1.82,43.87,637.09,368.06,80768.92,0,polygon,orange,0.935402,brown
529850,000000529850.jpg,99507,225,cat,27.86,157.2,195.07,81.82,10848.13,0,polygon,black,0.966184,black
529850,000000529850.jpg,99508,36,suitcase,18.34,54.3,186.95,319.7,28841.65,0,polygon,black,0.927221,black
326021,000000326021.jpg,100386,1052,tablecloth,0.0,356.13,525.0,283.87,61003.51,0,polygon,red,0.956884,red
68435,000000068435.jpg,101008,392,dress,350.33,276.88,152.87,203.12,19732.95,0,polygon,red,0.984562,red
482774,000000482774.jpg,101076,296,keyboard,32.95,141.22,607.05,167.5,75507.98,0,polygon,gray,0.921411,white
482774,000000482774.jpg,101077,361,desk,0.0,155.62,640.0,271.38,97705.42,0,polygon,gray,0.935616,gray
81782,000000081782.jpg,101131,367,table,0.0,0.0,498.99,400.0,29529.27,0,polygon,orange,0.948787,brown
71021,000000071021.jpg,101141,982,sofa,115.74,0.0,384.26,346.59,45021.23,0,polygon,orange,0.981958,brown
338098,000000338098.jpg,101149,68,bathtub,241.5,369.14,167.96,270.65,35409.88,0,polygon,orange,0.961611,white
338098,000000338098.jpg,101158,1097,toilet,42.77,355.73,144.67,284.27,29709.87,0,polygon,orange,0.964228,white
317028,000000317028.jpg,101394,1042,sweater,92.23,243.63,430.82,236.37,53150.43,0,polygon,black,0.904235,gray
573935,000000573935.jpg,101395,143,box,0.0,186.53,125.83,195.78,17970.61,0,polygon,orange,0.979368,brown
425160,000000425160.jpg,102116,716,tie,213.48,289.6,122.09,350.4,22842.15,0,polygon,blue,0.963154,blue
359710,000000359710.jpg,102165,19,chair,0.0,0.0,500.0,333.0,101678.1,0,polygon,orange,0.999567,orange
359710,000000359710.jpg,102166,285,coffee table,0.0,223.48,139.51,109.52,12133.13,0,polygon,orange,0.999588,brown
288224,000000288224.jpg,102862,818,plate,183.03,232.48,363.72,219.97,36904.07,0,polygon,yellow,0.979891,green
288224,000000288224.jpg,102886,1050,table,0.0,106.71,589.71,373.29,52437.66,0,polygon,red,0.986674,pink
413295,000000413295.jpg,102978,589,jacket,1.05,80.12,477.8,558.41,95703.2,0,polygon,black,0.917326,black
434415,000000434415.jpg,104020,947,shirt,0.04,500.27,479.96,139.73,34206.22,0,polygon,blue,0.987318,blue
446723,000000446723.jpg,104608,589,jacket,291.91,257.83,348.09,186.17,26142.62,0,polygon,black,0.928634,black
564332,000000564332.jpg,104625,739,oven,149.27,62.76,380.33,153.28,38710.37,0,polygon,black,0.969395,black
431923,000000431923.jpg,104928,296,keyboard,1.23,0.81,375.35,419.62,72164.26,0,polygon,black,0.951216,black
532126,000000532126.jpg,104956,68,bathtub,119.78,263.11,422.07,195.35,53968.93,0,polygon,gray,0.960499,white
469329,000000469329.jpg,105266,169,bun,25.65,30.14,500.47,357.31,69571.86,0,polygon,orange,0.984333,brown
439132,000000439132.jpg,105976,837,pot,5.86,169.21,598.51,257.79,69804.12,0,polygon,orange,0.912717,brown
543181,000000543181.jpg,105990,496,giraffe,62.22,11.63,181.86,218.56,10809.42,0,polygon,orange,0.901072,brown
355057,000000355057.jpg,106031,3,airplane,28.99,171.1,344.96,95.4,14947.74,0,polygon,gray,0.902419,white
324340,000000324340.jpg,106159,392,dress,99.9,194.22,244.59,445.78,72745.87,0,polygon,black,0.912313,black
271795,000000271795.jpg,106190,361,desk,0.0,309.18,640.0,156.4,33009.42,0,polygon,orange,0.971324,brown
276066,000000276066.jpg,106431,496,giraffe,40.62,71.35,285.64,529.73,55031.93,0,polygon,orange,0.909187,brown
23320,000000023320.jpg,106500,1050,table,0.15,0.0,639.47,479.21,44805.74,0,polygon,orange,0.900814,brown
321169,000000321169.jpg,107124,548,headboard,110.68,140.01,481.52,216.48,30685.86,0,polygon,orange,0.999251,brown
513971,000000513971.jpg,108689,350,curtain,149.52,39.34,235.82,94.2,13550.96,0,polygon,gray,0.984471,white
333737,000000333737.jpg,108807,1133,umbrella,68.36,102.95,300.59,197.07,17331.08,0,polygon,white,0.944358,white
61983,000000061983.jpg,109103,110,blanket,9.96,267.01,511.31,159.99,61148.68,0,polygon,gray,0.985038,white
300538,000000300538.jpg,109270,961,sink,28.19,407.84,400.6,72.16,21712.52,0,polygon,orange,0.960355,white
550702,000000550702.jpg,109837,986,soup,183.75,528.83,168.06,111.17,15308.61,0,polygon,orange,0.918517,orange
355971,000000355971.jpg,110629,110,blanket,0.0,491.57,252.39,148.43,33048.62,0,polygon,yellow,0.976649,yellow
4125,000000004125.jpg,110897,982,sofa,88.49,202.32,436.18,180.44,40894.44,0,polygon,orange,0.947352,white
293218,000000293218.jpg,111928,3,airplane,48.01,130.96,502.78,152.98,32301.1,0,polygon,blue,0.940067,white
474667,000000474667.jpg,112934,225,cat,121.73,160.85,375.39,242.57,33707.76,0,polygon,black,0.942785,black
197616,000000197616.jpg,112963,1071,teddy,0.65,116.9,370.36,522.2,103929.04,0,polygon,orange,0.949575,brown
526394,000000526394.jpg,112998,818,plate,0.0,43.11,640.0,436.89,154406.6,0,polygon,white,0.900706,white
573993,000000573993.jpg,113006,68,bathtub,310.85,199.66,166.38,180.98,15523.71,0,polygon,gray,0.927513,white
98242,000000098242.jpg,113291,828,polo shirt,0.0,430.93,384.02,209.07,60357.69,0,polygon,gray,0.98907,white
513513,000000513513.jpg,113340,373,dishwasher,365.18,290.23,252.08,189.77,20345.74,0,polygon,orange,0.917371,gray
537376,000000537376.jpg,113603,392,dress,12.48,176.8,120.6,238.01,17113.28,0,polygon,red,0.995615,red
196342,000000196342.jpg,114559,961,sink,269.69,472.71,178.82,145.98,18605.5,0,polygon,gray,0.92122,white
441483,000000441483.jpg,115016,261,cistern,172.21,83.8,154.7,207.95,24913.01,0,polygon,gray,0.907924,white
438919,000000438919.jpg,115279,422,elephant,121.38,49.39,407.82,363.74,88957.2,0,polygon,orange,0.94671,brown
362712,000000362712.jpg,115320,1043,sweatshirt,330.75,86.24,164.59,194.26,22834.82,0,polygon,black,0.958899,black
380330,000000380330.jpg,115338,589,jacket,82.04,115.32,370.36,217.66,35326.17,0,polygon,red,0.980772,brown
171058,000000171058.jpg,116288,225,cat,236.89,94.84,373.38,261.69,65108.68,0,polygon,orange,0.916458,orange
124911,000000124911.jpg,116812,361,desk,63.98,107.43,403.96,173.15,26050.42,0,polygon,orange,0.934527,brown
342958,000000342958.jpg,117014,1037,surfboard,188.03,263.68,246.66,102.02,15882.43,0,polygon,yellow,0.965463,yellow
315062,000000315062.jpg,118053,569,horse,300.41,22.0,339.59,273.69,50684.12,0,polygon,orange,0.977265,brown
287560,000000287560.jpg,118326,1097,toilet,42.5,69.68,138.65,222.73,20975.75,0,polygon,gray,0.951773,white
574834,000000574834.jpg,118369,225,cat,171.9,56.61,281.93,437.72,80270.44,0,polygon,black,0.900263,black
107954,000000107954.jpg,118912,706,mousepad,30.98,342.12,356.6,107.89,16561.09,0,polygon,blue,0.988397,blue
415958,000000415958.jpg,119141,390,drawer,152.49,366.48,147.68,147.52,20506.71,0,polygon,orange,0.921289,brown
224861,000000224861.jpg,120736,36,suitcase,0.0,0.61,499.52,372.39,47115.92,0,polygon,black,0.9065,black
47807,000000047807.jpg,120777,253,chopping board,0.0,100.92,640.0,324.08,123841.25,0,polygon,orange,0.981351,brown
211177,000000211177.jpg,121003,1117,tray,0.0,69.61,483.08,346.65,36019.0,0,polygon,black,0.926217,black
503585,000000503585.jpg,121018,36,suitcase,454.83,235.14,184.7,190.69,29308.75,0,polygon,black,0.937332,purple
514731,000000514731.jpg,121233,350,curtain,204.8,0.0,273.2,295.36,52292.22,0,polygon,white,0.906408,white
121828,000000121828.jpg,121412,361,desk,435.01,254.27,204.99,169.73,21365.47,0,polygon,orange,0.973881,brown
362138,000000362138.jpg,121736,1042,sweater,120.26,494.91,306.74,145.09,40442.85,0,polygon,black,0.981831,black
567686,000000567686.jpg,121923,296,keyboard,0.0,50.85,215.6,89.26,18132.14,0,polygon,orange,0.964508,white
446626,000000446626.jpg,121925,804,pillow,323.89,304.54,271.96,175.46,29944.33,0,polygon,blue,0.985615,blue
208054,000000208054.jpg,122017,1133,umbrella,120.38,0.0,515.08,332.98,47725.53,0,polygon,red,0.910357,red
117535,000000117535.jpg,122660,68,bathtub,0.0,329.31,279.9,258.89,47119.86,0,polygon,orange,0.929376,white
117191,000000117191.jpg,122673,1071,teddy,75.09,174.37,208.03,166.54,24844.74,0,polygon,orange,0.998591,brown
279305,000000279305.jpg,123040,1052,tablecloth,0.0,0.0,640.0,316.47,100736.2,0,polygon,yellow,0.971766,yellow
399702,000000399702.jpg,123131,367,table,1.61,0.0,638.39,426.0,36459.73,0,polygon,red,0.912313,red
335288,000000335288.jpg,123282,1071,teddy,162.72,105.78,337.28,269.22,35800.05,0,polygon,orange,0.937535,white
395975,000000395975.jpg,123390,982,sofa,472.2,287.73,167.8,137.27,18845.75,0,polygon,orange,0.904143,brown
366867,000000366867.jpg,123721,68,bathtub,240.21,331.73,239.79,276.73,50204.07,0,polygon,gray,0.991255,white
366867,000000366867.jpg,123726,961,sink,17.66,323.14,219.85,294.78,27356.4,0,polygon,gray,0.996417,white
399790,000000399790.jpg,123734,704,mound,74.19,317.07,514.16,69.91,28527.39,0,polygon,orange,0.985168,brown
247037,000000247037.jpg,123820,1050,table,2.53,1.59,637.47,356.36,93618.52,0,polygon,orange,0.990096,brown
110559,000000110559.jpg,123828,68,bathtub,391.66,261.88,248.15,218.12,47244.65,0,polygon,orange,0.972259,white
52803,000000052803.jpg,123838,976,snowboard,55.49,256.37,183.3,147.29,8573.53,0,polygon,black,0.944075,black
352937,000000352937.jpg,124854,181,cabinet,15.72,168.48,92.55,471.52,24893.12,0,polygon,orange,0.942534,brown
134386,000000134386.jpg,125315,1122,trousers,30.3,494.02,408.51,145.98,33976.96,0,polygon,black,0.971697,black
324774,000000324774.jpg,125744,544,hat,89.83,53.94,190.03,158.21,12083.06,0,polygon,orange,0.942096,brown
576743,000000576743.jpg,125767,961,sink,0.0,0.0,480.0,640.0,185394.57,0,polygon,orange,0.978313,white
10290,000000010290.jpg,125951,68,bathtub,128.34,456.92,164.85,183.08,18854.88,0,polygon,gray,0.967196,white
10290,000000010290.jpg,125952,1097,toilet,275.8,396.99,114.92,205.36,16169.94,0,polygon,gray,0.954149,white
10290,000000010290.jpg,125957,961,sink,38.75,516.49,138.39,123.51,16416.31,0,polygon,gray,0.955297,white
441225,000000441225.jpg,126095,68,bathtub,350.03,132.57,221.57,95.43,16940.35,0,polygon,gray,0.957551,white
96539,000000096539.jpg,126308,982,sofa,413.55,265.81,226.12,212.76,27802.1,0,polygon,orange,0.941051,brown
381610,000000381610.jpg,126871,15,apron,18.95,127.43,204.93,270.57,25343.48,0,polygon,yellow,0.921604,yellow
92776,000000092776.jpg,127021,804,pillow,253.24,178.51,386.76,301.49,73863.02,0,polygon,gray,0.999973,white
135076,000000135076.jpg,127360,99,bird,236.06,87.86,238.52,205.34,18486.79,0,polygon,blue,0.949576,blue
504353,000000504353.jpg,128402,77,bed,0.03,315.81,638.29,160.92,61806.64,0,polygon,orange,0.949901,orange
473915,000000473915.jpg,128527,818,plate,101.04,21.08,415.38,416.05,32063.51,0,polygon,orange,0.988892,white
474868,000000474868.jpg,129223,592,jeans,144.94,278.9,250.85,149.1,30029.74,0,polygon,blue,0.966461,blue
416078,000000416078.jpg,129636,631,laptop,185.53,91.52,97.48,107.85,9584.45,0,polygon,gray,0.951191,gray
213538,000000213538.jpg,129905,361,desk,0.0,451.26,480.0,169.37,29225.35,0,polygon,orange,0.923628,brown
213538,000000213538.jpg,129910,350,curtain,84.64,0.0,343.19,474.98,113267.16,0,polygon,red,0.998005,red
118607,000000118607.jpg,129950,986,soup,281.73,46.51,207.28,205.55,33108.51,0,polygon,orange,0.926094,orange
379402,000000379402.jpg,130947,253,chopping board,21.27,375.15,228.62,70.07,9107.2,0,polygon,orange,0.99213,brown
286146,000000286146.jpg,131028,898,plastic bag,410.17,70.07,229.83,272.69,35050.54,0,polygon,green,0.907864,green
470704,000000470704.jpg,131153,1050,table,0.0,202.04,640.0,223.96,54639.05,0,polygon,orange,0.986016,brown
277533,000000277533.jpg,131616,982,sofa,0.51,101.37,374.49,349.17,61699.35,0,polygon,red,0.996531,red
49942,000000049942.jpg,132343,589,jacket,0.0,314.12,591.08,166.88,36091.14,0,polygon,black,0.995041,black
