image_id,file_name,ann_id,category_name,true_color,wrong_color,seed,num_inference_steps,guidance_scale,crop_pad_px,mask_feather_px,num_seeds_per_image,seed_step,min_change_inside,score,diff_outside,color_shift_inside,change_inside,crop_x1,crop_y1,crop_x2,crop_y2,prompt,color_preserved,ocr_raw,cer,ocr_score
139486,000000139486.jpg,234605,curtain,white,black,53158530,4,4.0,64,10,8,97,0.03,0.8590610399842262,0.032978419214487,0.4452002942562103,0.451810210943222,61,6,320,360,"Overlay the full text 'black curtain' onto the curtain in the image, ensuring the text blends seamlessly into the curtain's surface with realistic perspective, lighting, and texture. Retain all original details of the image without altering or removing any existing elements. DO NOT change the original color of the object, only add the text.",False,black curtain,0.0,1.0
399377,000000399377.jpg,234607,bun,brown,blue,53167706,4,4.0,64,10,8,97,0.03,0.2713006623089313,0.0339474938809871,0.0594960674643516,0.0811244696378707,57,26,500,324,"Overlay the full text 'blue bun' onto the bun in the image, ensuring the text blends seamlessly into the bun's surface with realistic perspective, lighting, and texture. Retain all original details of the image without altering or removing any existing elements. DO NOT change the original color of the object, only add the text.",True,"All words in the image:
blue
bun",0.0,1.0
246701,000000246701.jpg,234656,toilet,white,black,53176785,4,4.0,64,10,8,97,0.03,0.1580042205750942,0.0138755850493907,0.0564296171069145,0.0663233324885368,132,243,351,500,"Overlay the full text 'black toilet' onto the toilet in the image, ensuring the text blends seamlessly into the toilet's surface with realistic perspective, lighting, and texture. Retain all original details of the image without altering or removing any existing elements. DO NOT change the original color of the object, only add the text.",True,black toilet,0.0,1.0
56684,000000056684.jpg,234743,table,red,blue,53186349,4,4.0,64,10,8,97,0.03,0.2106109745800495,0.0197273846715688,0.0636515319347381,0.0668821632862091,0,0,640,426,"Overlay the full text 'blue table' onto the table in the image, ensuring the text blends seamlessly into the table's surface with realistic perspective, lighting, and texture. Retain all original details of the image without altering or removing any existing elements. DO NOT change the original color of the object, only add the text.",True,"All words in the image:
Blue
table",0.0,1.0
466229,000000466229.jpg,234892,sweatshirt,gray,red,53195525,4,4.0,64,10,8,97,0.03,0.116032681427896,0.0122062843292951,0.0306759681552648,0.033894944936037,63,0,500,375,"Overlay the full text 'red sweatshirt' onto the sweatshirt in the image, ensuring the text blends seamlessly into the sweatshirt's surface with realistic perspective, lighting, and texture. Retain all original details of the image without altering or removing any existing elements. DO NOT change the original color of the object, only add the text.",True,red vetsirt.,0.2,0.8
136458,000000136458.jpg,235722,suitcase,black,white,53213780,4,4.0,64,10,8,97,0.03,0.2315680906176567,0.0163377244025468,0.092061810195446,0.0966127812862396,0,0,264,241,"Overlay the full text 'white suitcase' onto the suitcase in the image, ensuring the text blends seamlessly into the suitcase's surface with realistic perspective, lighting, and texture. Retain all original details of the image without altering or removing any existing elements. DO NOT change the original color of the object, only add the text.",True,"WHITE SUTSATE
AVON",0.1875,0.8125
573300,000000573300.jpg,235922,soup,yellow,blue,53222956,4,4.0,64,10,8,97,0.03,0.2882929258048534,0.0224730465561151,0.108391135931015,0.117523193359375,0,85,250,375,"Overlay the full text 'blue soup' onto the soup in the image, ensuring the text blends seamlessly into the soup's surface with realistic perspective, lighting, and texture. Retain all original details of the image without altering or removing any existing elements. DO NOT change the original color of the object, only add the text.",True,blue soup,0.0,1.0
309935,000000309935.jpg,235990,tablecloth,blue,orange,53231744,4,4.0,64,10,8,97,0.03,1.2714499831199646,0.1089296117424964,0.4166630804538727,0.423785388469696,0,199,640,508,"Overlay the full text 'orange tablecloth' onto the tablecloth in the image, ensuring the text blends seamlessly into the tablecloth's surface with realistic perspective, lighting, and texture. Retain all original details of the image without altering or removing any existing elements. DO NOT change the original color of the object, only add the text.",False,orangescloth,0.75,0.25
553361,000000553361.jpg,236101,blanket,white,black,53241017,4,4.0,64,10,8,97,0.03,0.2293498367071151,0.0237841084599494,0.0716364681720733,0.0924459844827652,0,201,376,463,"Overlay the full text 'black blanket' onto the blanket in the image, ensuring the text blends seamlessly into the blanket's surface with realistic perspective, lighting, and texture. Retain all original details of the image without altering or removing any existing elements. DO NOT change the original color of the object, only add the text.",True,black blanket,0.0,1.0
113369,000000113369.jpg,236392,napkin,white,black,53250193,4,4.0,64,10,8,97,0.03,0.3173019140958786,0.0334701351821422,0.0806048810482025,0.0850310996174812,258,332,480,640,"Overlay the full text 'black napkin' onto the napkin in the image, ensuring the text blends seamlessly into the napkin's surface with realistic perspective, lighting, and texture. Retain all original details of the image without altering or removing any existing elements. DO NOT change the original color of the object, only add the text.",True,"RIRDIE'S PIZZA
PIZZA
the way it was
Welcome to Birdie's
Oldest Pizza
We Deliver
91361118
black nappin",0.0833,0.9167
215949,000000215949.jpg,237180,cabinet,brown,blue,53268739,4,4.0,64,10,8,97,0.03,0.174473712220788,0.0254513919353485,0.0218544788658618,0.0328708365559577,406,17,640,480,"Overlay the full text 'blue cabinet' onto the cabinet in the image, ensuring the text blends seamlessly into the cabinet's surface with realistic perspective, lighting, and texture. Retain all original details of the image without altering or removing any existing elements. DO NOT change the original color of the object, only add the text.",True,Allison,1.0,0.0
573605,000000573605.jpg,238165,coffee table,brown,blue,53278012,4,4.0,64,10,8,97,0.03,0.1093169022351503,0.0158250406384468,0.0213402993977069,0.0389840900897979,0,75,640,480,"Overlay the full text 'blue coffee table' onto the coffee table in the image, ensuring the text blends seamlessly into the coffee table's surface with realistic perspective, lighting, and texture. Retain all original details of the image without altering or removing any existing elements. DO NOT change the original color of the object, only add the text.",True,blue coffee table,0.0,1.0
361029,000000361029.jpg,238306,jacket,black,white,53286994,4,4.0,64,10,8,97,0.03,0.2396872993558645,0.0151170501485466,0.1058907359838485,0.115741841495037,374,171,640,426,"Overlay the full text 'white jacket' onto the jacket in the image, ensuring the text blends seamlessly into the jacket's surface with realistic perspective, lighting, and texture. Retain all original details of the image without altering or removing any existing elements. DO NOT change the original color of the object, only add the text.",True,white jacket,0.0,1.0
34471,000000034471.jpg,238333,sofa,brown,blue,53296073,4,4.0,64,10,8,97,0.03,0.1194063685834407,0.0154176671057939,0.0229846127331256,0.0305611658841371,0,175,230,480,"Overlay the full text 'blue sofa' onto the sofa in the image, ensuring the text blends seamlessly into the sofa's surface with realistic perspective, lighting, and texture. Retain all original details of the image without altering or removing any existing elements. DO NOT change the original color of the object, only add the text.",True,Blue sofa,0.0,1.0
248559,000000248559.jpg,238414,keyboard,black,white,53305443,4,4.0,64,10,8,97,0.03,0.5929910056293011,0.0240884367376565,0.3108262121677398,0.3286051452159881,228,0,570,205,"Overlay the full text 'white keyboard' onto the keyboard in the image, ensuring the text blends seamlessly into the keyboard's surface with realistic perspective, lighting, and texture. Retain all original details of the image without altering or removing any existing elements. DO NOT change the original color of the object, only add the text.",True,"WHILE
EXYOR
D",0.4125,0.5875
190156,000000190156.jpg,238497,placemat,gray,red,53314813,4,4.0,64,10,8,97,0.03,0.2348144724965095,0.023160483688116,0.0768572241067886,0.0962914898991584,0,222,640,427,"Overlay the full text 'red placemat' onto the placemat in the image, ensuring the text blends seamlessly into the placemat's surface with realistic perspective, lighting, and texture. Retain all original details of the image without altering or removing any existing elements. DO NOT change the original color of the object, only add the text.",True,reacplacemt,1.0,0.0
473250,000000473250.jpg,238815,umbrella,pink,green,53323504,4,4.0,64,10,8,97,0.03,0.2044707313179969,0.0244924761354923,0.0554540604352951,0.0811192765831947,47,0,640,480,"Overlay the full text 'green umbrella' onto the umbrella in the image, ensuring the text blends seamlessly into the umbrella's surface with realistic perspective, lighting, and texture. Retain all original details of the image without altering or removing any existing elements. DO NOT change the original color of the object, only add the text.",True,aparte un'umellana,0.8125,0.1875
135161,000000135161.jpg,238960,curtain,white,black,53333165,4,4.0,64,10,8,97,0.03,0.4568170458078384,0.0365301705896854,0.1675335317850113,0.1811978071928024,209,4,375,444,"Overlay the full text 'black curtain' onto the curtain in the image, ensuring the text blends seamlessly into the curtain's surface with realistic perspective, lighting, and texture. Retain all original details of the image without altering or removing any existing elements. DO NOT change the original color of the object, only add the text.",True,Black Curtain,0.0,1.0
563337,000000563337.jpg,239083,dog,brown,blue,53342244,4,4.0,64,10,8,97,0.03,0.1679330207407474,0.0147065166383981,0.0669645071029663,0.0877173468470573,37,0,385,478,"Overlay the full text 'blue dog' onto the dog in the image, ensuring the text blends seamlessly into the dog's surface with realistic perspective, lighting, and texture. Retain all original details of the image without altering or removing any existing elements. DO NOT change the original color of the object, only add the text.",True,BOO,0.7083,0.2917
480593,000000480593.jpg,239399,blanket,brown,blue,53351226,4,4.0,64,10,8,97,0.03,0.2318499386310577,0.0255747139453887,0.0616545379161834,0.0757346898317337,0,197,640,480,"Overlay the full text 'blue blanket' onto the blanket in the image, ensuring the text blends seamlessly into the blanket's surface with realistic perspective, lighting, and texture. Retain all original details of the image without altering or removing any existing elements. DO NOT change the original color of the object, only add the text.",True,"All words in the image:
m
m
m
m
m
m
m
m
m
m
m
m
m
m
m
m
m
m
m
m
m
m
m
m
m
m
m
m
m
m
m
m
m
m
m
m
m
m
m
m
m
m
m
m
m
m
m
m
m
m
m
m
m
m
m
m
m
m
m
m
m",0.7321,0.2679
383324,000000383324.jpg,239614,tank top,yellow,blue,53360596,4,4.0,64,10,8,97,0.03,0.2569364309310913,0.0232911948114633,0.0934758111834526,0.1165002658963203,159,47,423,379,"Overlay the full text 'blue tank top' onto the tank top in the image, ensuring the text blends seamlessly into the tank top's surface with realistic perspective, lighting, and texture. Retain all original details of the image without altering or removing any existing elements. DO NOT change the original color of the object, only add the text.",True,BLUE TAI TOP,0.1667,0.8333
225014,000000225014.jpg,239640,awning,green,purple,53369481,4,4.0,64,10,8,97,0.03,0.5230133086442947,0.0369948036968708,0.2192084640264511,0.2469766736030578,23,0,411,150,"Overlay the full text 'purple awning' onto the awning in the image, ensuring the text blends seamlessly into the awning's surface with realistic perspective, lighting, and texture. Retain all original details of the image without altering or removing any existing elements. DO NOT change the original color of the object, only add the text.",False,"PERiTLE awning
33",0.25,0.75
347675,000000347675.jpg,239851,banana,yellow,blue,53378851,4,4.0,64,10,8,97,0.03,0.2002816218882799,0.0108929863199591,0.0946421474218368,0.1016816645860672,67,0,612,612,"Overlay the full text 'blue banana' onto the banana in the image, ensuring the text blends seamlessly into the banana's surface with realistic perspective, lighting, and texture. Retain all original details of the image without altering or removing any existing elements. DO NOT change the original color of the object, only add the text.",True,blue banana,0.0,1.0
466118,000000466118.jpg,240014,curtain,brown,blue,53387542,4,4.0,64,10,8,97,0.03,0.1472192481160164,0.019574224948883,0.0381033718585968,0.0654845312237739,319,0,637,258,"Overlay the full text 'blue curtain' onto the curtain in the image, ensuring the text blends seamlessly into the curtain's surface with realistic perspective, lighting, and texture. Retain all original details of the image without altering or removing any existing elements. DO NOT change the original color of the object, only add the text.",True,blue currain,0.0714,0.9286
545564,000000545564.jpg,240039,curtain,white,black,53397009,4,4.0,64,10,8,97,0.03,0.3307360932230949,0.0254812762141227,0.1198225319385528,0.1217078939080238,0,0,298,397,"Overlay the full text 'black curtain' onto the curtain in the image, ensuring the text blends seamlessly into the curtain's surface with realistic perspective, lighting, and texture. Retain all original details of the image without altering or removing any existing elements. DO NOT change the original color of the object, only add the text.",True,black curtain,0.0,1.0
522909,000000522909.jpg,240731,suitcase,black,white,53405991,4,4.0,64,10,8,97,0.03,0.2443290464580059,0.0245907604694366,0.0682162567973136,0.0737561583518982,0,0,191,261,"Overlay the full text 'white suitcase' onto the suitcase in the image, ensuring the text blends seamlessly into the suitcase's surface with realistic perspective, lighting, and texture. Retain all original details of the image without altering or removing any existing elements. DO NOT change the original color of the object, only add the text.",True,Write ugly,0.4125,0.5875
180289,000000180289.jpg,240921,sweater,red,blue,53415070,4,4.0,64,10,8,97,0.03,0.2227295022457838,0.0302864611148834,0.0334351472556591,0.0425771325826644,17,73,454,398,"Overlay the full text 'blue sweater' onto the sweater in the image, ensuring the text blends seamlessly into the sweater's surface with realistic perspective, lighting, and texture. Retain all original details of the image without altering or removing any existing elements. DO NOT change the original color of the object, only add the text.",True,"blue
swater",0.0714,0.9286
357870,000000357870.jpg,241287,desk,white,black,53424828,4,4.0,64,10,8,97,0.03,0.1917964369058609,0.0227326769381761,0.0444908365607261,0.0558267161250114,39,110,640,480,"Overlay the full text 'black desk' onto the desk in the image, ensuring the text blends seamlessly into the desk's surface with realistic perspective, lighting, and texture. Retain all original details of the image without altering or removing any existing elements. DO NOT change the original color of the object, only add the text.",True,blac,0.6,0.4
188084,000000188084.jpg,241683,plastic bag,white,black,53433519,4,4.0,64,10,8,97,0.03,0.194549698382616,0.0163611900061368,0.0754836052656173,0.0923264548182487,254,0,640,222,"Overlay the full text 'black plastic bag' onto the plastic bag in the image, ensuring the text blends seamlessly into the plastic bag's surface with realistic perspective, lighting, and texture. Retain all original details of the image without altering or removing any existing elements. DO NOT change the original color of the object, only add the text.",True,Black Plastics,0.381,0.619
255966,000000255966.jpg,241968,pot,yellow,blue,53443083,4,4.0,64,10,8,97,0.03,0.1641524452716112,0.017865827307105,0.0417387671768665,0.0473894365131855,227,0,605,282,"Overlay the full text 'blue pot' onto the pot in the image, ensuring the text blends seamlessly into the pot's surface with realistic perspective, lighting, and texture. Retain all original details of the image without altering or removing any existing elements. DO NOT change the original color of the object, only add the text.",True,blue pot,0.0,1.0
274491,000000274491.jpg,242639,bread,brown,blue,53451968,4,4.0,64,10,8,97,0.03,0.3669909536838531,0.0564386621117591,0.023787286132574,0.0311092343181371,0,109,640,480,"Overlay the full text 'blue bread' onto the bread in the image, ensuring the text blends seamlessly into the bread's surface with realistic perspective, lighting, and texture. Retain all original details of the image without altering or removing any existing elements. DO NOT change the original color of the object, only add the text.",True,"The text visible in the image is:

""Pizza""",0.775,0.225
146830,000000146830.jpg,243409,mound,brown,blue,53461047,4,4.0,64,10,8,97,0.03,0.1836013942956924,0.0240936148911714,0.0434125885367393,0.0694917663931846,0,272,427,463,"Overlay the full text 'blue mound' onto the mound in the image, ensuring the text blends seamlessly into the mound's surface with realistic perspective, lighting, and texture. Retain all original details of the image without altering or removing any existing elements. DO NOT change the original color of the object, only add the text.",True,bluenound,1.0,0.0
509786,000000509786.jpg,243449,banner,blue,orange,53470417,4,4.0,64,10,8,97,0.03,0.2752773500978946,0.0303698107600212,0.0751101598143577,0.0947169139981269,0,319,480,510,"Overlay the full text 'orange banner' onto the banner in the image, ensuring the text blends seamlessly into the banner's surface with realistic perspective, lighting, and texture. Retain all original details of the image without altering or removing any existing elements. DO NOT change the original color of the object, only add the text.",True,"The text visible in the image is:

""orange banner""",0.0,1.0
244151,000000244151.jpg,243905,trousers,black,white,53479690,4,4.0,64,10,8,97,0.03,0.4398066774010658,0.0336938165128231,0.1696447432041168,0.1864680796861648,130,179,335,472,"Overlay the full text 'white trousers' onto the trousers in the image, ensuring the text blends seamlessly into the trousers's surface with realistic perspective, lighting, and texture. Retain all original details of the image without altering or removing any existing elements. DO NOT change the original color of the object, only add the text.",True,"I
Portland
wiretim
stuppees",0.775,0.225
318044,000000318044.jpg,244054,table,brown,blue,53488769,4,4.0,64,10,8,97,0.03,0.2170456051826477,0.0318024456501007,0.0229041166603565,0.0310293603688478,0,40,640,480,"Overlay the full text 'blue table' onto the table in the image, ensuring the text blends seamlessly into the table's surface with realistic perspective, lighting, and texture. Retain all original details of the image without altering or removing any existing elements. DO NOT change the original color of the object, only add the text.",True,lava,0.9,0.1
304819,000000304819.jpg,245128,curtain,white,black,53498333,4,4.0,64,10,8,97,0.03,0.2810663357377052,0.0309039913117885,0.0668114125728607,0.0713861435651779,0,0,307,480,"Overlay the full text 'black curtain' onto the curtain in the image, ensuring the text blends seamlessly into the curtain's surface with realistic perspective, lighting, and texture. Retain all original details of the image without altering or removing any existing elements. DO NOT change the original color of the object, only add the text.",True,"bilarain
uleacle",0.7571,0.2429
228344,000000228344.jpg,245438,tank top,blue,orange,53506927,4,4.0,64,10,8,97,0.03,0.2332048546522855,0.029401957988739,0.0444147698581218,0.0542438179254531,0,47,369,373,"Overlay the full text 'orange tank top' onto the tank top in the image, ensuring the text blends seamlessly into the tank top's surface with realistic perspective, lighting, and texture. Retain all original details of the image without altering or removing any existing elements. DO NOT change the original color of the object, only add the text.",True,"NIGINA ABDURAIMOVA
BAKU CUP 2013
IDMAN ABDURAIMAN CANLI",0.6944,0.3056
272863,000000272863.jpg,246481,bathtub,white,black,53516394,4,4.0,64,10,8,97,0.03,0.1722947042435407,0.0151147954165935,0.0572163425385952,0.0614349246025085,0,79,462,426,"Overlay the full text 'black bathtub' onto the bathtub in the image, ensuring the text blends seamlessly into the bathtub's surface with realistic perspective, lighting, and texture. Retain all original details of the image without altering or removing any existing elements. DO NOT change the original color of the object, only add the text.",True,black Paaup,0.3571,0.6429
302789,000000302789.jpg,249003,fridge,white,black,53525376,4,4.0,64,10,8,97,0.03,0.233876883983612,0.0206988472491502,0.0768191590905189,0.0823640972375869,0,88,218,403,"Overlay the full text 'black fridge' onto the fridge in the image, ensuring the text blends seamlessly into the fridge's surface with realistic perspective, lighting, and texture. Retain all original details of the image without altering or removing any existing elements. DO NOT change the original color of the object, only add the text.",True,black,0.5,0.5
489733,000000489733.jpg,249875,table,brown,blue,53534649,4,4.0,64,10,8,97,0.03,0.2648426666855812,0.0290439929813146,0.0762608721852302,0.1000734716653823,0,206,552,480,"Overlay the full text 'blue table' onto the table in the image, ensuring the text blends seamlessly into the table's surface with realistic perspective, lighting, and texture. Retain all original details of the image without altering or removing any existing elements. DO NOT change the original color of the object, only add the text.",True,Blutale,0.775,0.225
42834,000000042834.jpg,249948,table,white,black,53543534,4,4.0,64,10,8,97,0.03,0.173806881532073,0.018308512866497,0.0445256270468235,0.0473582632839679,0,244,480,640,"Overlay the full text 'black table' onto the table in the image, ensuring the text blends seamlessly into the table's surface with realistic perspective, lighting, and texture. Retain all original details of the image without altering or removing any existing elements. DO NOT change the original color of the object, only add the text.",True,black table,0.0,1.0
9807,000000009807.jpg,250796,keyboard,black,white,53553098,4,4.0,64,10,8,97,0.03,0.3194510545581579,0.0126424292102456,0.1655183434486389,0.170199379324913,342,127,640,360,"Overlay the full text 'white keyboard' onto the keyboard in the image, ensuring the text blends seamlessly into the keyboard's surface with realistic perspective, lighting, and texture. Retain all original details of the image without altering or removing any existing elements. DO NOT change the original color of the object, only add the text.",True,"White
keyboard",0.0,1.0
247184,000000247184.jpg,250855,toilet,white,black,53562080,4,4.0,64,10,8,97,0.03,0.2323724143207073,0.0217118132859468,0.0704867541790008,0.0741153508424758,2,297,323,640,"Overlay the full text 'black toilet' onto the toilet in the image, ensuring the text blends seamlessly into the toilet's surface with realistic perspective, lighting, and texture. Retain all original details of the image without altering or removing any existing elements. DO NOT change the original color of the object, only add the text.",True,black toilet,0.0,1.0
163112,000000163112.jpg,251994,jacket,black,white,53571353,4,4.0,64,10,8,97,0.03,0.2459508404135704,0.0317614153027534,0.0411773398518562,0.0475610010325908,70,122,460,443,"Overlay the full text 'white jacket' onto the jacket in the image, ensuring the text blends seamlessly into the jacket's surface with realistic perspective, lighting, and texture. Retain all original details of the image without altering or removing any existing elements. DO NOT change the original color of the object, only add the text.",True,"The word ""MOTEL"" is visible on the jacket.",0.3,0.7
243331,000000243331.jpg,252460,horse,white,black,53580917,4,4.0,64,10,8,97,0.03,0.2602189853787422,0.0229396298527717,0.1109518259763717,0.1547983586788177,82,64,363,375,"Overlay the full text 'black horse' onto the horse in the image, ensuring the text blends seamlessly into the horse's surface with realistic perspective, lighting, and texture. Retain all original details of the image without altering or removing any existing elements. DO NOT change the original color of the object, only add the text.",True,"BLACK
HORSE",0.0,1.0
444199,000000444199.jpg,253028,tarp,blue,orange,53589996,4,4.0,64,10,8,97,0.03,0.2478926731273532,0.0372732616961002,0.0234666671603918,0.0344135649502277,15,312,640,480,"Overlay the full text 'orange tarp' onto the tarp in the image, ensuring the text blends seamlessly into the tarp's surface with realistic perspective, lighting, and texture. Retain all original details of the image without altering or removing any existing elements. DO NOT change the original color of the object, only add the text.",True,COMCAST DOESN'T CARE,0.5833,0.4167
540133,000000540133.jpg,253543,sofa,black,white,53599075,4,4.0,64,10,8,97,0.03,0.5576692335307598,0.0287573579698801,0.2615410983562469,0.2687276601791382,0,297,197,640,"Overlay the full text 'white sofa' onto the sofa in the image, ensuring the text blends seamlessly into the sofa's surface with realistic perspective, lighting, and texture. Retain all original details of the image without altering or removing any existing elements. DO NOT change the original color of the object, only add the text.",True,"white
sofa",0.0,1.0
455365,000000455365.jpg,253816,cat,black,white,53608445,4,4.0,64,10,8,97,0.03,0.2065897341817617,0.0104768248274922,0.0984116941690445,0.1023004502058029,297,79,572,475,"Overlay the full text 'white cat' onto the cat in the image, ensuring the text blends seamlessly into the cat's surface with realistic perspective, lighting, and texture. Retain all original details of the image without altering or removing any existing elements. DO NOT change the original color of the object, only add the text.",True,white cat,0.0,1.0
355908,000000355908.jpg,254118,tv,black,white,53617039,4,4.0,64,10,8,97,0.03,0.2522337920963764,0.0191677380353212,0.1000891476869583,0.1129955053329467,117,157,408,396,"Overlay the full text 'white tv' onto the tv in the image, ensuring the text blends seamlessly into the tv's surface with realistic perspective, lighting, and texture. Retain all original details of the image without altering or removing any existing elements. DO NOT change the original color of the object, only add the text.",True,white tv,0.0,1.0
41011,000000041011.jpg,254218,horse,brown,blue,53626506,4,4.0,64,10,8,97,0.03,0.1047056782990694,0.0115086687728762,0.0264096446335315,0.030370445922017,74,103,469,500,"Overlay the full text 'blue horse' onto the horse in the image, ensuring the text blends seamlessly into the horse's surface with realistic perspective, lighting, and texture. Retain all original details of the image without altering or removing any existing elements. DO NOT change the original color of the object, only add the text.",True,BLUE HASE,0.2,0.8
70943,000000070943.jpg,254678,elephant,gray,red,53635488,4,4.0,64,10,8,97,0.03,0.1606787387281656,0.0159086398780345,0.0453919284045696,0.0482529215514659,185,79,640,438,"Overlay the full text 'red elephant' onto the elephant in the image, ensuring the text blends seamlessly into the elephant's surface with realistic perspective, lighting, and texture. Retain all original details of the image without altering or removing any existing elements. DO NOT change the original color of the object, only add the text.",True,red elephant,0.0,1.0
106272,000000106272.jpg,254700,table,brown,blue,53644761,4,4.0,64,10,8,97,0.03,0.202412087470293,0.0232395138591527,0.0516014695167541,0.0660286694765091,99,164,640,427,"Overlay the full text 'blue table' onto the table in the image, ensuring the text blends seamlessly into the table's surface with realistic perspective, lighting, and texture. Retain all original details of the image without altering or removing any existing elements. DO NOT change the original color of the object, only add the text.",True,Lay,0.775,0.225
576070,000000576070.jpg,254785,dresser,brown,blue,53653743,4,4.0,64,10,8,97,0.03,0.133189114741981,0.0197208356112241,0.0207785945385694,0.0370823852717876,316,84,500,333,"Overlay the full text 'blue dresser' onto the dresser in the image, ensuring the text blends seamlessly into the dresser's surface with realistic perspective, lighting, and texture. Retain all original details of the image without altering or removing any existing elements. DO NOT change the original color of the object, only add the text.",True,Blue dresser,0.0,1.0
205054,000000205054.jpg,255284,cat,gray,red,53663113,4,4.0,64,10,8,97,0.03,0.179223058745265,0.0220059398561716,0.0471744574606418,0.0707487240433693,0,0,320,240,"Overlay the full text 'red cat' onto the cat in the image, ensuring the text blends seamlessly into the cat's surface with realistic perspective, lighting, and texture. Retain all original details of the image without altering or removing any existing elements. DO NOT change the original color of the object, only add the text.",True,red cat,0.0,1.0
421457,000000421457.jpg,255689,cat,gray,red,53672095,4,4.0,64,10,8,97,0.03,0.1261591091752052,0.013699653558433,0.0358678363263607,0.0457084029912948,58,7,463,400,"Overlay the full text 'red cat' onto the cat in the image, ensuring the text blends seamlessly into the cat's surface with realistic perspective, lighting, and texture. Retain all original details of the image without altering or removing any existing elements. DO NOT change the original color of the object, only add the text.",True,red cat,0.0,1.0
550597,000000550597.jpg,256480,bathtub,white,black,53690544,4,4.0,64,10,8,97,0.03,0.1404013186693191,0.013111688196659,0.0461877584457397,0.0537382066249847,345,139,640,427,"Overlay the full text 'black bathtub' onto the bathtub in the image, ensuring the text blends seamlessly into the bathtub's surface with realistic perspective, lighting, and texture. Retain all original details of the image without altering or removing any existing elements. DO NOT change the original color of the object, only add the text.",True,black Bath,0.2143,0.7857
526675,000000526675.jpg,256556,bedspread,blue,orange,53699914,4,4.0,64,10,8,97,0.03,0.3453353736549616,0.0500307343900203,0.0308575667440891,0.0319929495453834,0,288,426,640,"Overlay the full text 'orange bedspread' onto the bedspread in the image, ensuring the text blends seamlessly into the bedspread's surface with realistic perspective, lighting, and texture. Retain all original details of the image without altering or removing any existing elements. DO NOT change the original color of the object, only add the text.",True,"All words in the image:
HAPPY
BIRTHDAY",0.6389,0.3611
222266,000000222266.jpg,257052,table,brown,blue,53708993,4,4.0,64,10,8,97,0.03,0.3305016653612256,0.0477406196296215,0.0299191158264875,0.0307398419827222,0,0,640,427,"Overlay the full text 'blue table' onto the table in the image, ensuring the text blends seamlessly into the table's surface with realistic perspective, lighting, and texture. Retain all original details of the image without altering or removing any existing elements. DO NOT change the original color of the object, only add the text.",True,"All words in the image:
strawberry",0.675,0.325
553869,000000553869.jpg,257329,trousers,black,white,53718557,4,4.0,64,10,8,97,0.03,0.2420382611453533,0.0196142587810754,0.0908177942037582,0.1026917770504951,68,417,376,640,"Overlay the full text 'white trousers' onto the trousers in the image, ensuring the text blends seamlessly into the trousers's surface with realistic perspective, lighting, and texture. Retain all original details of the image without altering or removing any existing elements. DO NOT change the original color of the object, only add the text.",True,"All words in the image:
MAPA
white
trouers",0.0625,0.9375
262758,000000262758.jpg,257360,cat,orange,blue,53727442,4,4.0,64,10,8,97,0.03,0.1309716608375311,0.0129922190681099,0.041617251932621,0.0510247834026813,0,16,625,413,"Overlay the full text 'blue cat' onto the cat in the image, ensuring the text blends seamlessly into the cat's surface with realistic perspective, lighting, and texture. Retain all original details of the image without altering or removing any existing elements. DO NOT change the original color of the object, only add the text.",True,blue cat,0.0,1.0
356906,000000356906.jpg,257572,curtain,white,black,53736230,4,4.0,64,10,8,97,0.03,0.1724926065653562,0.0212285537272691,0.0367785431444644,0.04682507365942,0,0,201,480,"Overlay the full text 'black curtain' onto the curtain in the image, ensuring the text blends seamlessly into the curtain's surface with realistic perspective, lighting, and texture. Retain all original details of the image without altering or removing any existing elements. DO NOT change the original color of the object, only add the text.",True,Palafrugell,1.0,0.0
210002,000000210002.jpg,257618,bread,brown,blue,53745988,4,4.0,64,10,8,97,0.03,0.1772440373897552,0.0185996629297733,0.0582582503557205,0.079999566078186,0,88,420,321,"Overlay the full text 'blue bread' onto the bread in the image, ensuring the text blends seamlessly into the bread's surface with realistic perspective, lighting, and texture. Retain all original details of the image without altering or removing any existing elements. DO NOT change the original color of the object, only add the text.",True,"blue
bread",0.0,1.0
329373,000000329373.jpg,257692,box,brown,blue,53755067,4,4.0,64,10,8,97,0.03,0.151146087795496,0.0181445106863975,0.0426801070570945,0.0644212439656257,120,282,468,480,"Overlay the full text 'blue box' onto the box in the image, ensuring the text blends seamlessly into the box's surface with realistic perspective, lighting, and texture. Retain all original details of the image without altering or removing any existing elements. DO NOT change the original color of the object, only add the text.",True,blue box,0.0,1.0
524507,000000524507.jpg,257805,umbrella,blue,orange,53764243,4,4.0,64,10,8,97,0.03,0.1670745126903057,0.0174488257616758,0.0514096766710281,0.0661426335573196,95,0,572,359,"Overlay the full text 'orange umbrella' onto the umbrella in the image, ensuring the text blends seamlessly into the umbrella's surface with realistic perspective, lighting, and texture. Retain all original details of the image without altering or removing any existing elements. DO NOT change the original color of the object, only add the text.",True,"All words in the image:
umbella
orange",0.0625,0.9375
